一点,,,1,名詞,一般,*,*,*,*,一点,イッテン,イッテン,2/3,*
零点,,,1,名詞,一般,*,*,*,*,零点,レーテン,レーテン,2/3,*
零,,,1,名詞,一般,*,*,*,*,零,ゼロ,ゼロ,2/3,*
